City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
285,Gorontalo,ID,2021-08-02 14:08:53,0.5412,123.0595,76.35,93,74,2.21
286,Padang,ID,2021-08-02 14:08:54,-0.9492,100.3543,78.85,83,97,1.36
287,Leningradskiy,RU,2021-08-02 14:08:54,69.3833,178.4167,32.77,99,100,5.75
288,Sampit,ID,2021-08-02 14:07:18,-2.5333,112.95,75.13,94,100,2.26
289,Lima,PE,2021-08-02 14:04:59,-12.0432,-77.0282,61.05,82,90,4.61
290,Little Current,CA,2021-08-02 14:08:26,45.9793,-81.9248,65.41,63,22,4.97
291,Rafraf,TN,2021-08-02 14:08:55,37.1904,10.1837,86.31,63,3,8.23
292,Wharton,US,2021-08-02 14:06:05,29.3116,-96.1027,85.21,89,75,4.61
293,Sharan,RU,2021-08-02 14:08:55,54.8167,54.0,87.67,32,87,4.27
294,Port Hedland,AU,2021-08-02 14:08:56,-20.3167,118.5667,59.05,31,0,9.22
295,Pitanga,BR,2021-08-02 14:08:56,-24.7572,-51.7614,65.21,44,0,1.99
296,Baruun-Urt,MN,2021-08-02 14:08:56,46.6806,113.2792,66.18,42,90,2.95
297,Esperance,AU,2021-08-02 14:08:57,-33.8667,121.9,49.84,76,87,9.69
298,Tilichiki,RU,2021-08-02 14:08:57,60.4667,166.1,40.78,71,65,10.13
299,Anadyr,RU,2021-08-02 14:08:58,64.75,177.4833,42.01,81,100,11.01
300,Penzance,GB,2021-08-02 14:08:58,50.1186,-5.5371,63.72,82,20,12.66
301,Chicama,PE,2021-08-02 14:08:59,-7.8447,-79.1469,63.14,71,26,6.13
302,Bouna,CI,2021-08-02 14:08:59,9.2667,-3.0,88.38,47,95,8.03
303,Tulagi,SB,2021-08-02 14:08:59,-9.0996,160.1476,79.81,75,20,18.01
304,Jumla,NP,2021-08-02 14:09:00,29.2747,82.1838,64.09,96,64,3.8
305,Hashtrud,IR,2021-08-02 14:09:00,37.4779,47.0508,73.54,42,100,8.25
306,Saint-Georges,GD,2021-08-02 14:09:00,12.0564,-61.7485,82.47,74,17,12.68
307,Upernavik,GL,2021-08-02 14:09:01,72.7868,-56.1549,46.17,63,0,7.47
308,Zhuhai,CN,2021-08-02 14:09:01,22.2769,113.5678,86.05,84,20,8.05
309,Vardo,NO,2021-08-02 14:09:01,70.3705,31.1107,57.4,85,100,9.82
310,Suluq,LY,2021-08-02 14:09:02,31.6682,20.2521,107.29,13,0,16.58
311,San Juan,AR,2021-08-02 14:09:02,-31.5375,-68.5364,58.95,26,0,3.53
312,San Patricio,US,2021-08-02 14:09:03,28.017,-97.5169,87.69,69,100,7.43
313,Nipawin,CA,2021-08-02 14:09:03,53.3668,-104.0009,78.71,32,100,4.83
314,Fort Morgan,US,2021-08-02 14:09:03,40.2503,-103.8,72.82,67,1,0.0
315,Jacksonville,US,2021-08-02 14:08:57,30.3322,-81.6556,86.22,83,20,1.99
316,Mantua,IT,2021-08-02 14:09:04,45.1667,10.7833,85.33,54,78,3.0
317,Padampur,IN,2021-08-02 14:09:05,29.6833,73.6167,98.98,41,91,3.67
318,Yarada,IN,2021-08-02 14:09:05,17.65,83.2667,91.72,52,20,9.22
319,Kahului,US,2021-08-02 14:08:36,20.8947,-156.47,76.84,84,20,16.11
320,Alcaniz,ES,2021-08-02 14:09:05,41.05,-0.1333,76.42,35,61,9.46
321,Aden,YE,2021-08-02 14:04:57,12.7794,45.0367,84.83,72,7,14.97
322,Ambovombe,MG,2021-08-02 14:09:06,-25.1667,46.0833,71.19,69,0,12.71
323,Gamba,GA,2021-08-02 14:09:06,-2.65,10.0,80.74,65,96,10.36
324,Gretna,US,2021-08-02 14:09:07,29.9147,-90.054,87.8,75,20,3.0
325,Tarpon Springs,US,2021-08-02 14:09:07,28.1461,-82.7568,87.98,82,75,8.99
326,Suntar,RU,2021-08-02 14:09:08,62.1444,117.6319,58.35,88,100,0.69
327,Vostok,RU,2021-08-02 14:09:08,46.4856,135.8833,66.99,88,40,3.62
328,Pemberton,CA,2021-08-02 14:09:08,50.3164,-122.8027,70.18,91,99,1.72
329,Halifax,CA,2021-08-02 14:05:48,44.6453,-63.5724,64.35,71,99,9.06
330,Sorland,NO,2021-08-02 14:09:09,67.667,12.6934,49.86,76,75,10.36
331,Belaya Gora,RU,2021-08-02 14:09:09,68.5333,146.4167,41.68,64,0,9.08
332,Porto Novo,BJ,2021-08-02 14:08:01,6.4965,2.6036,84.11,65,100,7.96
333,Honningsvag,NO,2021-08-02 14:09:10,70.9821,25.9704,56.73,54,40,6.91
334,Sao Felix Do Xingu,BR,2021-08-02 14:09:10,-6.6447,-51.995,92.98,25,6,5.77
335,Naron,ES,2021-08-02 14:09:11,43.5167,-8.1528,72.68,68,100,11.77
336,Shimsk,RU,2021-08-02 14:09:11,58.212,30.7127,62.8,97,100,13.85
337,Bandiagara,ML,2021-08-02 14:09:11,14.3501,-3.6104,92.8,39,58,11.23
338,Tokonou,GN,2021-08-02 14:09:12,9.65,-9.7833,77.27,74,93,6.6
339,Chaumont,FR,2021-08-02 14:09:12,48.1167,5.1333,68.85,67,36,9.06
340,Mareeba,AU,2021-08-02 14:09:13,-17.0,145.4333,65.12,92,8,2.51
341,Boyuibe,BO,2021-08-02 14:09:13,-20.4167,-63.2833,69.03,25,79,3.09
342,Nanakuli,US,2021-08-02 14:09:13,21.3906,-158.1547,78.75,69,90,5.75
343,Nanortalik,GL,2021-08-02 14:09:14,60.1432,-45.2371,46.26,88,100,4.65
344,Necochea,AR,2021-08-02 14:09:14,-38.5473,-58.7368,52.03,57,5,14.32
345,Chokwe,MZ,2021-08-02 14:09:15,-24.5333,32.9833,77.07,39,3,15.26
346,Summerville,US,2021-08-02 14:08:34,33.0185,-80.1757,85.8,79,1,0.0
347,Ovalle,CL,2021-08-02 14:09:15,-30.5983,-71.2003,65.05,42,0,3.02
348,Lompoc,US,2021-08-02 14:09:16,34.6391,-120.4579,58.59,83,1,3.44
349,Lasa,IT,2021-08-02 14:09:16,46.6166,10.7002,71.02,72,85,2.57
350,Malanje,AO,2021-08-02 14:09:16,-9.5402,16.341,87.28,14,3,4.18
351,Cervo,ES,2021-08-02 14:09:17,43.6702,-7.4101,67.46,71,61,8.5
352,Adjumani,UG,2021-08-02 14:09:17,3.3779,31.7909,78.94,62,97,4.79
353,Scottsbluff,US,2021-08-02 14:09:17,41.8666,-103.6672,68.81,63,1,0.0
354,Poso,ID,2021-08-02 14:09:18,-1.3959,120.7524,77.38,89,65,6.62
355,Leshukonskoye,RU,2021-08-02 14:09:18,64.8989,45.7622,62.55,85,93,3.51
356,Tessalit,ML,2021-08-02 14:09:19,20.1986,1.0114,102.97,23,30,9.35
357,Ankang,CN,2021-08-02 14:09:19,32.68,109.0172,78.33,85,37,3.87
358,Katsuura,JP,2021-08-02 14:09:19,35.1333,140.3,81.19,90,100,13.49
359,Ahipara,NZ,2021-08-02 14:09:20,-35.1667,173.1667,54.99,75,2,22.5
360,Madaoua,NE,2021-08-02 14:09:20,14.073,5.96,90.16,48,100,16.64
361,Shuya,RU,2021-08-02 14:09:20,56.8487,41.3883,84.4,43,96,12.37
362,Goundi,TD,2021-08-02 14:09:21,9.3627,17.366,77.54,87,99,2.71
363,Gondanglegi,ID,2021-08-02 14:09:21,-7.7479,112.0132,75.9,86,95,13.82
364,Sadovoye,RU,2021-08-02 14:09:22,47.7764,44.5089,99.7,14,7,11.27
365,West Wendover,US,2021-08-02 14:09:22,40.7391,-114.0733,70.81,60,1,4.61
366,Borovskiy,RU,2021-08-02 14:09:22,57.041,65.7202,73.8,58,92,4.52
367,Zhigansk,RU,2021-08-02 14:09:23,66.7697,123.3711,67.17,55,1,12.68
368,Biloela,AU,2021-08-02 14:09:23,-24.4167,150.5,59.34,74,0,5.12
369,Stornoway,GB,2021-08-02 14:09:24,58.2093,-6.3865,57.92,67,40,8.05
370,Dubuque,US,2021-08-02 14:09:24,42.4833,-90.8668,67.87,64,1,4.61
371,Kurilsk,RU,2021-08-02 14:09:24,45.2333,147.8833,56.66,87,100,7.05
372,Lapua,FI,2021-08-02 14:09:25,62.9693,23.0088,56.1,85,100,7.74
373,Simbahan,PH,2021-08-02 14:09:25,6.3032,120.5836,84.4,73,62,5.12
374,Macenta,GN,2021-08-02 14:09:25,8.5435,-9.471,84.2,49,82,5.26
375,Harper,LR,2021-08-02 14:09:26,4.375,-7.7169,81.16,65,92,7.23
376,Gondar,ET,2021-08-02 14:09:26,12.6,37.4667,62.78,84,96,5.41
377,Pimenta Bueno,BR,2021-08-02 14:09:27,-11.6725,-61.1936,83.28,23,20,8.46
378,Chato,TZ,2021-08-02 14:09:27,-2.6378,31.7669,83.05,33,15,8.39
379,Gora,PL,2021-08-02 14:09:28,51.6664,16.5349,75.34,45,95,12.15
380,Les Escoumins,CA,2021-08-02 14:09:28,48.1111,-69.0236,54.84,89,100,4.34
381,Maniitsoq,GL,2021-08-02 14:09:28,65.4167,-52.9,46.2,87,100,8.81
382,Casper,US,2021-08-02 14:09:29,42.8666,-106.3131,67.01,63,1,0.0
383,Tete,MZ,2021-08-02 14:09:29,-16.1564,33.5867,85.24,21,0,4.88
384,Havre-Saint-Pierre,CA,2021-08-02 14:09:29,50.2334,-63.5986,60.8,73,21,12.37
385,Barre,US,2021-08-02 14:09:30,44.197,-72.5021,66.02,55,90,9.22
386,Murray Bridge,AU,2021-08-02 14:09:30,-35.1167,139.2667,50.85,82,2,13.51
387,Galesong,ID,2021-08-02 14:09:30,-5.3166,119.3661,77.02,80,27,9.15
388,Sao Jose De Ribamar,BR,2021-08-02 14:09:31,-2.5619,-44.0542,86.38,50,44,8.32
389,Mecca,SA,2021-08-02 14:08:38,21.4267,39.8261,100.45,29,45,13.15
390,Puerto Penasco,MX,2021-08-02 14:09:31,31.3167,-113.5333,84.9,83,0,1.99
391,Lekoni,GA,2021-08-02 14:09:32,-1.5843,14.2591,87.31,38,100,8.68
392,Port Blair,IN,2021-08-02 14:09:32,11.6667,92.75,82.08,83,100,18.28
393,Ricardo Palma,PE,2021-08-02 14:09:33,-11.9181,-76.6664,50.49,39,0,3.13
394,Lusambo,CD,2021-08-02 14:09:33,-4.9667,23.45,97.61,17,92,1.3
395,Tongliao,CN,2021-08-02 14:09:33,43.6125,122.2653,66.6,86,100,5.06
396,Srednekolymsk,RU,2021-08-02 14:09:34,67.45,153.6833,43.09,70,100,5.53
397,Lufilufi,WS,2021-08-02 14:09:34,-13.8745,-171.5986,74.98,78,96,16.84
398,Turiacu,BR,2021-08-02 14:09:35,-1.6633,-45.3717,86.27,52,75,5.17
399,Upata,VE,2021-08-02 14:09:35,8.0086,-62.3989,70.12,98,100,0.22
400,Hovd,MN,2021-08-02 14:09:35,48.0056,91.6419,68.47,41,2,3.29
401,Carndonagh,IE,2021-08-02 14:09:36,55.25,-7.2667,64.02,85,100,3.62
402,Ajdabiya,LY,2021-08-02 14:09:36,30.7554,20.2263,96.46,25,0,16.93
403,Nome,US,2021-08-02 14:09:36,64.5011,-165.4064,56.16,94,90,11.5
404,Hami,CN,2021-08-02 14:09:37,42.8,93.45,84.27,18,0,6.13
405,Nabire,ID,2021-08-02 14:09:37,-3.3667,135.4833,77.61,90,60,2.62
406,Yulara,AU,2021-08-02 14:09:38,-25.2406,130.9889,42.64,42,0,6.91
407,Touros,BR,2021-08-02 14:09:38,-5.1989,-35.4608,85.1,57,40,19.1
408,Fairbanks,US,2021-08-02 14:09:38,64.8378,-147.7164,64.31,86,1,0.0
409,Dubna,RU,2021-08-02 14:09:39,56.7333,37.1667,82.98,51,100,9.78
410,Road Town,VG,2021-08-02 14:09:39,18.4167,-64.6167,86.2,74,40,8.05
411,Killam,CA,2021-08-02 14:09:39,52.7834,-111.8518,76.06,29,91,4.27
412,Benoy,TD,2021-08-02 14:09:40,8.9833,16.3199,83.71,64,100,6.26
413,Gravelbourg,CA,2021-08-02 14:09:40,49.8834,-106.5512,75.36,29,21,6.46
414,Canton,CN,2021-08-02 14:09:23,23.1167,113.25,87.75,69,100,6.02
415,Santa Maria Da Boa Vista,BR,2021-08-02 14:09:41,-8.8078,-39.8256,81.91,38,9,17.94
416,Isangel,VU,2021-08-02 14:09:41,-19.55,169.2667,69.67,67,33,14.41
417,Cartagena,CO,2021-08-02 14:09:41,10.3997,-75.5144,78.42,100,75,14.88
418,Matagami,CA,2021-08-02 14:09:42,49.7502,-77.6328,53.37,75,100,6.26
419,Ancud,CL,2021-08-02 14:09:42,-41.8697,-73.8203,49.53,88,89,4.61
420,Zhangjiakou,CN,2021-08-02 14:09:43,40.81,114.8794,69.98,69,84,5.73
421,Puerto Leguizamo,CO,2021-08-02 14:09:43,-0.1934,-74.7819,69.66,95,100,2.21
422,Saint-Michel-Des-Saints,CA,2021-08-02 14:09:43,46.6834,-73.9159,63.93,57,31,6.91
423,Trincomalee,LK,2021-08-02 14:09:44,8.5711,81.2335,84.72,63,100,17.78
424,Naze,JP,2021-08-02 14:09:44,28.3667,129.4833,78.64,88,8,15.68
425,Santona,ES,2021-08-02 14:09:44,43.4439,-3.4576,75.92,64,43,7.72
426,Brownsville,US,2021-08-02 14:09:45,25.9018,-97.4975,86.92,78,1,3.0
427,Dokka,NO,2021-08-02 14:09:45,60.84,10.0618,64.42,42,94,1.81
428,Wuxi,CN,2021-08-02 14:09:45,31.5689,120.2886,81.95,88,0,9.86
429,Port Moresby,PG,2021-08-02 14:07:19,-9.4431,147.1797,73.62,81,65,7.29
430,Maputo,MZ,2021-08-02 14:09:46,-25.9653,32.5892,72.36,59,0,17.96
431,Menongue,AO,2021-08-02 14:09:46,-14.6585,17.691,84.02,13,13,4.38
432,Eureka,US,2021-08-02 14:09:47,40.8021,-124.1637,55.67,95,100,1.99
433,Silva Jardim,BR,2021-08-02 14:09:47,-22.6508,-42.3917,71.49,45,8,4.41
434,Kribi,CM,2021-08-02 14:09:48,2.95,9.9167,79.21,78,100,10.49
435,Merrill,US,2021-08-02 14:09:48,45.1805,-89.6835,65.59,80,1,0.0
436,Kabugao,PH,2021-08-02 14:09:49,18.0217,121.1842,79.21,85,100,5.61
437,Sokoni,TZ,2021-08-02 14:09:49,-6.4333,39.55,76.55,76,5,18.12
438,Shingu,JP,2021-08-02 14:09:50,33.7333,135.9833,81.91,81,94,7.29
439,Puerto Carreno,CO,2021-08-02 14:09:50,6.189,-67.4859,72.23,95,100,5.77
440,Mao,ES,2021-08-02 14:08:24,39.8885,4.2658,79.36,53,20,9.22
441,Gazli,UZ,2021-08-02 14:09:51,40.1333,63.45,101.46,7,0,16.75
442,Manta,EC,2021-08-02 14:09:14,-0.95,-80.7333,72.57,83,100,9.22
443,Fort-Shevchenko,KZ,2021-08-02 14:09:51,44.5086,50.263,89.91,34,0,7.14
444,Bar Harbor,US,2021-08-02 14:09:52,44.3876,-68.2039,68.94,82,75,3.0
445,Taoudenni,ML,2021-08-02 14:09:52,22.6783,-3.9836,112.01,16,37,15.32
446,Itaituba,BR,2021-08-02 14:09:52,-4.2761,-55.9836,90.43,46,5,2.15
447,Kalmunai,LK,2021-08-02 14:09:53,7.4167,81.8167,84.7,67,100,3.58
448,Kapit,MY,2021-08-02 14:09:53,2.0167,112.9333,74.8,92,69,0.58
449,Matara,LK,2021-08-02 14:09:53,5.9485,80.5353,78.08,87,100,12.12
450,Flin Flon,CA,2021-08-02 14:09:54,54.7682,-101.865,74.07,43,0,5.75
451,Kande,TG,2021-08-02 14:09:54,9.9578,1.0447,85.24,59,100,6.13
452,Gudari,IN,2021-08-02 14:09:55,19.35,83.7833,82.0,76,42,3.06
453,Kendari,ID,2021-08-02 14:09:55,-3.945,122.4989,75.4,91,0,2.3
454,Hakodate,JP,2021-08-02 14:09:55,41.7758,140.7367,73.72,91,6,1.88
455,Jiayuguan,CN,2021-08-02 14:09:56,39.8167,98.3,72.66,37,8,7.52
456,San Antonio,US,2021-08-02 14:07:43,29.4241,-98.4936,75.36,92,40,0.0
457,Chaoyang,CN,2021-08-02 14:09:56,41.5703,120.4586,67.21,91,99,5.26
458,Kimbe,PG,2021-08-02 14:09:57,-5.5502,150.1429,75.22,92,15,4.74
459,Rabat,MA,2021-08-02 14:09:57,33.9911,-6.8401,84.04,76,2,10.36
460,Kingsport,US,2021-08-02 14:09:57,36.5484,-82.5618,76.08,71,20,1.01
461,El Alto,PE,2021-08-02 14:09:58,-4.2714,-81.2147,65.86,65,1,8.23
462,Ochakiv,UA,2021-08-02 14:09:58,46.6128,31.5498,80.74,68,4,15.41
463,Beawar,IN,2021-08-02 14:09:59,26.1,74.3167,82.29,69,100,19.75
464,Pochutla,MX,2021-08-02 14:09:59,15.7432,-96.4661,80.82,76,99,2.35
465,Coracao De Jesus,BR,2021-08-02 14:09:59,-16.6853,-44.365,72.46,34,89,7.72
466,Kudahuvadhoo,MV,2021-08-02 14:10:00,2.6708,72.8944,82.9,71,100,5.93
467,Alta Floresta,BR,2021-08-02 14:10:00,-9.8756,-56.0861,90.61,30,59,6.17
468,Piacabucu,BR,2021-08-02 14:10:00,-10.4056,-36.4344,78.31,68,21,13.24
469,Darnah,LY,2021-08-02 14:10:01,32.767,22.6367,88.79,49,0,18.25
470,Aleksandrovka,UA,2021-08-02 14:10:01,46.8383,32.7612,91.51,100,0,14.05
471,Nouakchott,MR,2021-08-02 14:10:02,18.0858,-15.9785,85.93,85,100,14.52
472,Oktyabrskoye,RU,2021-08-02 14:10:02,43.0645,44.7417,66.34,82,75,11.18
473,Horasan,TR,2021-08-02 14:10:05,40.0458,42.1728,79.09,31,95,5.39
474,Gualaceo,EC,2021-08-02 14:10:05,-2.9,-78.7833,52.07,98,100,4.61
475,Hauterive,FR,2021-08-02 14:10:06,46.0901,3.4459,74.16,49,74,4.83
476,Whitehorse,CA,2021-08-02 14:05:57,60.7161,-135.0538,60.26,50,96,1.3
477,Norsup,VU,2021-08-02 14:10:06,-16.0667,167.3833,70.54,70,75,7.47
478,Taksimo,RU,2021-08-02 14:10:07,56.3444,114.8794,53.29,97,100,2.15
479,Sultanpur,IN,2021-08-02 14:10:07,26.2667,82.0667,81.64,78,2,9.62
480,Constitucion,CL,2021-08-02 14:10:08,-35.3333,-72.4167,56.7,56,0,6.35
481,Gorom-Gorom,BF,2021-08-02 14:10:08,14.4439,-0.2361,96.03,35,93,10.27
482,Surt,LY,2021-08-02 14:10:08,31.2089,16.5887,89.92,45,0,12.03
483,Havoysund,NO,2021-08-02 14:10:09,70.9963,24.6622,55.63,78,56,25.93
484,Ginir,ET,2021-08-02 14:10:09,7.1333,40.7,68.95,52,74,13.31
485,Grand Gaube,MU,2021-08-02 14:10:10,-20.0064,57.6608,70.38,62,1,5.01
486,Kiruna,SE,2021-08-02 14:10:10,67.8557,20.2251,54.52,41,89,9.22
487,Lakhdenpokhya,RU,2021-08-02 14:10:10,61.5198,30.1992,63.82,72,100,10.38
488,Sinnamary,GF,2021-08-02 14:10:11,5.3833,-52.95,82.85,72,84,6.85
489,Illela,NG,2021-08-02 14:10:11,13.7292,5.2975,88.07,53,100,13.73
490,Sisimiut,GL,2021-08-02 14:10:11,66.9395,-53.6735,49.8,76,55,11.1
491,Tyrma,RU,2021-08-02 14:10:12,50.0833,132.1667,68.94,95,100,1.79
492,Huangnihe,CN,2021-08-02 14:10:12,43.5583,128.0239,68.99,99,100,6.8
493,Saint-Denis,FR,2021-08-02 14:06:56,48.9167,2.3333,75.69,70,75,12.66
494,Dunmore Town,BS,2021-08-02 14:10:13,25.5,-76.65,82.4,78,100,11.01
495,Besleney,RU,2021-08-02 14:10:13,44.2405,41.7387,86.4,44,49,2.95
496,Richards Bay,ZA,2021-08-02 14:10:13,-28.783,32.0377,68.79,64,3,11.34
497,Maceio,BR,2021-08-02 14:08:29,-9.6658,-35.7353,76.44,83,90,9.22
498,Tigpalay,PH,2021-08-02 14:10:14,7.4939,122.3431,79.32,86,100,2.93
499,Molango,MX,2021-08-02 14:10:14,20.7833,-98.7167,62.28,79,38,1.23
500,Illapel,CL,2021-08-02 14:10:15,-31.6308,-71.1653,76.84,7,0,1.39
501,Tiquicheo,MX,2021-08-02 14:10:15,18.8833,-100.7333,72.9,84,70,1.21
502,Waipawa,NZ,2021-08-02 14:10:16,-41.4122,175.5153,48.83,83,100,1.32
503,Turayf,SA,2021-08-02 14:10:16,31.6725,38.6637,96.49,9,0,17.76
504,Brooks,CA,2021-08-02 14:10:16,50.5834,-111.8851,77.88,25,100,7.31
505,Oshikango,NA,2021-08-02 14:10:17,-17.4,15.8833,83.14,14,0,5.77
506,Suksun,RU,2021-08-02 14:10:17,57.1431,57.3949,75.88,59,100,8.37
507,Valdivia,CL,2021-08-02 14:10:18,-39.8142,-73.2459,35.69,79,54,2.82
508,Lorengau,PG,2021-08-02 14:10:18,-2.0226,147.2712,82.26,78,8,8.84
509,San Luis,AR,2021-08-02 14:10:18,-33.295,-66.3356,61.38,22,0,8.5
510,Port Lincoln,AU,2021-08-02 14:10:19,-34.7333,135.8667,52.2,62,98,21.54
511,Houma,US,2021-08-02 14:07:30,29.5958,-90.7195,86.0,84,93,3.4
512,Ola,RU,2021-08-02 14:09:05,59.5833,151.2833,47.19,60,6,9.55
513,Esplanada,BR,2021-08-02 14:10:19,-11.7961,-37.945,77.86,59,32,9.35
514,Fort Nelson,CA,2021-08-02 14:10:20,58.8053,-122.7002,67.42,69,46,1.77
515,Alice Springs,AU,2021-08-02 14:10:20,-23.7,133.8833,49.55,29,0,4.61
516,Lensk,RU,2021-08-02 14:10:21,60.7253,114.9278,57.33,98,100,3.27
517,Tufanganj,IN,2021-08-02 14:10:21,26.3167,89.6667,81.75,89,12,7.65
518,Carupano,VE,2021-08-02 14:10:21,10.6678,-63.2585,82.13,72,20,7.09
519,Turgenevo,RU,2021-08-02 14:10:22,54.8455,46.3297,88.84,38,100,4.21
520,Kiunga,PG,2021-08-02 14:10:22,-6.1219,141.2906,73.69,94,98,3.24
521,Atar,MR,2021-08-02 14:10:22,20.5169,-13.0499,101.68,24,38,13.96
522,Boa Vista,BR,2021-08-02 14:10:23,2.8197,-60.6733,80.58,74,75,5.75
523,Praia,CV,2021-08-02 14:10:23,14.9215,-23.5087,82.94,61,20,14.97
524,Mamallapuram,IN,2021-08-02 14:10:24,12.6264,80.1722,91.45,71,98,15.28
525,Songjianghe,CN,2021-08-02 14:10:24,42.1859,127.479,63.79,98,100,3.56
526,Morondava,MG,2021-08-02 14:10:24,-20.2833,44.2833,75.16,61,7,14.41
527,Oudtshoorn,ZA,2021-08-02 14:10:25,-33.5907,22.2014,70.45,33,2,2.17
528,Alexandria,EG,2021-08-02 14:07:01,31.2156,29.9553,86.27,66,0,11.7
529,Orsk,RU,2021-08-02 14:10:25,51.2049,58.5668,93.81,20,14,6.04
530,Warrington,GB,2021-08-02 14:09:53,53.3925,-2.5802,68.45,64,0,5.01
531,Kavieng,PG,2021-08-02 14:10:26,-2.5744,150.7967,82.4,79,16,13.82
532,Contamana,PE,2021-08-02 14:10:26,-7.3333,-75.0167,77.85,54,5,3.65
533,Muros,ES,2021-08-02 14:10:27,42.7762,-9.0603,74.84,54,82,16.69
534,Selestat,FR,2021-08-02 14:10:27,48.2598,7.4565,75.15,60,75,3.44
535,Chimbote,PE,2021-08-02 14:10:27,-9.0853,-78.5783,65.37,80,89,6.87
536,Luba,GQ,2021-08-02 14:10:28,3.4568,8.5547,78.8,82,96,7.27
537,Aswan,EG,2021-08-02 14:10:28,24.0934,32.907,109.13,8,0,13.31
538,Myitkyina,MM,2021-08-02 14:10:29,25.3833,97.4,76.53,95,0,1.1
539,Nongpoh,IN,2021-08-02 14:10:29,25.9,91.8833,80.17,97,18,3.06
540,Rodrigues Alves,BR,2021-08-02 14:10:29,-7.738,-72.6509,77.88,42,2,4.94
541,Sao Filipe,CV,2021-08-02 14:10:30,14.8961,-24.4956,77.49,74,65,7.23
542,Kimberley,ZA,2021-08-02 14:08:15,-28.7323,24.7623,69.78,13,0,1.52
543,Ihiala,NG,2021-08-02 14:10:30,5.8538,6.8603,88.14,51,99,7.36
544,Xai-Xai,MZ,2021-08-02 14:10:31,-25.0519,33.6442,71.64,66,16,12.64
545,Yeppoon,AU,2021-08-02 14:10:31,-23.1333,150.7333,62.38,88,0,5.01
546,Kangaatsiaq,GL,2021-08-02 14:10:32,68.3065,-53.4641,43.81,88,0,15.23
547,Kuching,MY,2021-08-02 14:10:32,1.55,110.3333,75.42,94,40,2.3
548,Aloleng,PH,2021-08-02 14:10:32,16.1307,119.7824,82.51,85,100,20.13
549,Souillac,MU,2021-08-02 14:10:33,-20.5167,57.5167,70.36,61,0,6.64
550,El Cope,PA,2021-08-02 14:10:33,8.6167,-80.6,72.86,76,58,0.92
551,Taitung,TW,2021-08-02 14:10:34,22.7583,121.1444,80.85,87,94,3.0
552,Fort Frances,CA,2021-08-02 14:08:36,48.5999,-93.4003,66.06,70,1,1.01
553,Churapcha,RU,2021-08-02 14:10:34,62.0025,132.4325,65.1,62,100,8.34
554,Behat,IN,2021-08-02 14:10:35,30.1667,77.6167,83.3,81,56,3.71
555,Gbarnga,LR,2021-08-02 14:10:35,6.9956,-9.4722,87.58,45,54,3.67
556,Nador,MA,2021-08-02 14:10:36,35.174,-2.9287,77.25,41,20,11.5
557,Lisakovsk,KZ,2021-08-02 14:07:22,52.5369,62.4936,86.18,29,86,11.25
558,Oil City,US,2021-08-02 14:10:36,41.4339,-79.7064,68.0,72,1,1.01
559,Doka,SD,2021-08-02 14:10:37,13.5167,35.7667,82.47,61,81,10.42
560,Champerico,GT,2021-08-02 14:10:37,14.3,-91.9167,90.72,77,81,2.86
561,Lishu,CN,2021-08-02 14:10:37,43.3047,124.3278,64.72,98,100,4.92
562,Ixtapa,MX,2021-08-02 14:10:38,20.7,-105.2,74.23,100,90,3.44
563,Abbotsford,CA,2021-08-02 14:10:38,49.058,-122.2526,65.44,87,93,0.74
564,Maningrida,AU,2021-08-02 14:10:38,-12.0667,134.2667,75.99,85,4,10.4
565,Osvaldo Cruz,BR,2021-08-02 14:10:39,-21.7967,-50.8786,73.26,37,2,7.16
566,Trairi,BR,2021-08-02 14:06:42,-3.2778,-39.2689,89.67,38,1,8.81
567,Korablino,RU,2021-08-02 14:10:39,53.9164,40.0133,92.62,26,70,12.82
568,Geraldton,AU,2021-08-02 14:10:40,-28.7667,114.6,48.61,87,6,3.44
569,Warmbad,NA,2021-08-02 14:10:40,-28.45,18.7333,79.41,10,0,4.0
570,Qui Nhon,VN,2021-08-02 14:07:09,13.7667,109.2333,85.77,66,100,15.77
571,Kachug,RU,2021-08-02 14:10:41,53.9606,105.8817,62.83,69,96,6.04
572,Amos,CA,2021-08-02 14:10:41,48.5669,-78.1162,53.22,75,100,5.1
573,Fukue,JP,2021-08-02 14:10:42,32.6881,128.8419,81.36,85,100,11.1
574,Scarborough,GB,2021-08-02 14:07:41,54.2797,-0.4044,68.54,62,100,3.0
575,Catamarca,AR,2021-08-02 14:10:42,-28.4696,-65.7852,70.59,24,0,6.8
576,Saint Anthony,US,2021-08-02 14:10:43,45.0205,-93.218,71.71,65,20,3.0
577,La Rioja,ES,2021-08-02 14:06:57,42.25,-2.5,77.49,42,94,5.17
578,Half Moon Bay,US,2021-08-02 14:10:43,37.4636,-122.4286,60.78,85,40,0.0
579,Okha,RU,2021-08-02 14:10:43,53.5739,142.9478,55.33,85,100,10.83
580,Igdir,TR,2021-08-02 14:10:44,39.9237,44.045,87.73,35,20,13.8
581,Spornoye,RU,2021-08-02 14:10:44,50.8448,37.2913,91.42,27,3,12.12
582,Coahuayana,MX,2021-08-02 14:10:45,18.7333,-103.6833,81.88,83,8,3.09
583,Vila Velha,BR,2021-08-02 14:08:24,-20.3297,-40.2925,72.97,65,75,3.44
