City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
612,Troitsko-Pechorsk,RU,62.71,56.20,55.09,97,6,2.89,clear sky
613,Acapulco,MX,16.86,-99.89,89.42,66,1,10.36,clear sky
614,Storforshei,NO,66.40,14.52,47.98,81,75,3.44,broken clouds
615,Tondi,IN,9.73,79.02,83.88,54,83,9.01,broken clouds
616,Jizan,SA,17.33,42.67,83.34,69,100,15.59,overcast clouds
617,Owo,NG,7.20,5.59,70.84,96,100,2.77,overcast clouds
618,Corn Island,NI,12.17,-83.04,81.88,82,88,17.25,overcast clouds
619,Vao,NC,-22.67,167.48,66.45,66,0,6.11,clear sky
620,Mantua,IT,45.17,10.78,70.75,84,51,1.99,broken clouds
621,Palmer,US,42.16,-72.33,79.56,49,20,1.99,few clouds
622,Cairns,AU,-16.92,145.77,69.94,80,75,6.91,broken clouds
623,Hami,CN,42.80,93.45,76.73,21,1,5.7,clear sky
624,Port Shepstone,ZA,-30.74,30.45,61.56,85,100,10.65,light rain
625,Santa Cruz,BO,-17.80,-63.17,73.11,24,0,4.72,clear sky
626,Kurumkan,RU,54.30,110.30,59.14,71,70,1.54,broken clouds
627,Ostroh,UA,50.33,26.51,57.0,94,80,6.29,broken clouds
628,Socorro,US,31.65,-106.30,93.45,37,75,6.91,broken clouds
629,Jidong,CN,45.22,131.08,72.63,73,38,3.4,scattered clouds
630,Bayeux,BR,-7.12,-34.93,74.03,94,75,8.05,broken clouds
631,Lebork,PL,54.54,17.75,60.35,86,2,10.36,clear sky
632,Gondanglegi,ID,-7.75,112.01,74.57,91,38,13.85,scattered clouds
633,Baracoa,CU,20.35,-74.50,83.35,75,100,7.11,overcast clouds
634,Immokalee,US,26.42,-81.42,92.98,54,77,10.92,light rain
635,Popondetta,PG,-8.75,148.25,78.39,75,77,1.81,broken clouds
636,Alihe,CN,50.57,123.72,60.39,92,96,2.33,overcast clouds
637,Stephenville Crossing,CA,48.50,-58.43,67.21,72,90,4.61,overcast clouds
638,Sovetskiy,RU,61.36,63.58,60.19,75,89,4.5,overcast clouds
639,Nakamura,JP,32.98,132.93,77.38,90,33,1.59,scattered clouds
640,Cumberland,US,35.05,-78.87,88.61,60,1,9.22,clear sky
641,Havoysund,NO,71.00,24.66,49.08,82,19,21.79,few clouds
642,Champerico,GT,14.30,-91.92,93.74,70,89,9.28,overcast clouds
643,Omsukchan,RU,62.53,155.80,35.24,95,99,7.52,light rain
644,Vidalia,US,32.22,-82.41,91.51,66,1,4.61,clear sky
645,Mehnagar,IN,25.88,83.12,80.62,85,72,4.76,broken clouds
646,Iracoubo,GF,5.48,-53.20,78.19,84,72,8.37,broken clouds
647,Palembang,ID,-2.92,104.75,73.63,96,98,3.78,overcast clouds
648,Vieques,PR,18.43,-65.83,84.24,70,75,4.61,broken clouds
649,Biltine,TD,14.53,20.92,80.53,70,89,7.72,overcast clouds
650,Isla Vista,US,34.41,-119.86,103.35,50,1,6.91,clear sky
651,Daru,PG,-9.08,143.21,77.4,72,98,9.1,overcast clouds
652,Aksarka,RU,66.56,67.80,53.74,84,98,5.7,overcast clouds
653,Shitanjing,CN,39.23,106.34,63.81,74,100,7.72,moderate rain
654,Coron,PH,12.00,120.20,81.05,84,100,12.44,overcast clouds
655,Newport,GB,51.59,-3.00,60.08,86,87,7.52,overcast clouds
656,Kununurra,AU,-15.77,128.73,73.38,49,66,5.75,broken clouds
657,Yatou,CN,37.15,122.38,73.06,90,6,2.75,clear sky
658,Bologoye,RU,57.88,34.11,60.76,95,60,16.2,light rain
659,Cascais,PT,38.70,-9.42,67.86,77,20,8.01,few clouds
660,Sembakung,ID,3.82,117.25,75.13,98,100,2.59,overcast clouds
661,Bulungu,CD,-4.55,18.60,74.7,23,59,1.63,broken clouds
662,Biak,ID,-0.91,122.88,74.88,79,58,6.78,broken clouds
663,Esil,KZ,51.96,66.40,69.53,50,76,5.97,broken clouds
664,Slonim,BY,53.09,25.32,54.84,95,41,6.6,scattered clouds
665,Ystad,SE,55.43,13.82,62.98,82,5,10.27,clear sky
666,San Nicolas,PH,18.17,120.60,84.11,89,90,14.97,thunderstorm with light rain
667,Ixtapa,MX,20.70,-105.20,89.22,70,40,11.5,scattered clouds
668,Sayyan,YE,15.17,44.32,59.61,76,100,5.06,overcast clouds
669,Lufilufi,WS,-13.87,-171.60,82.18,70,76,10.13,broken clouds
670,Vila Franca Do Campo,PT,37.72,-25.43,70.21,80,0,6.78,clear sky
671,Pereira Barreto,BR,-20.64,-51.11,71.71,41,2,6.04,clear sky
672,Saint-Paul,RE,-21.01,55.27,66.74,72,1,2.1,clear sky
673,Gomel,BY,52.43,30.98,64.38,82,0,15.66,clear sky
674,Douglas,US,41.30,-96.17,81.14,47,40,3.0,scattered clouds
675,Kroya,ID,-7.63,109.25,76.08,89,94,9.69,overcast clouds
676,Ljungby,SE,56.83,13.94,55.8,76,11,3.91,few clouds
677,Arawa,PG,-6.21,155.54,80.49,85,44,2.28,scattered clouds
678,Puerto Carreno,CO,6.19,-67.49,71.19,96,100,4.92,overcast clouds
679,Ruidoso,US,33.33,-105.67,76.96,65,40,1.01,scattered clouds
680,Plettenberg Bay,ZA,-34.05,23.37,56.07,75,3,3.76,clear sky
681,Laibin,CN,23.70,109.27,79.86,85,79,0.49,broken clouds
682,Upata,VE,8.01,-62.40,73.27,92,63,3.13,broken clouds
683,Baixo Guandu,BR,-19.52,-41.02,55.92,69,86,5.39,overcast clouds
684,Laje,BR,-10.18,-40.97,64.58,85,91,10.38,overcast clouds
685,Ponta Delgada,PT,37.73,-25.67,70.52,73,20,9.22,few clouds
686,Nokaneng,BW,-19.67,22.27,57.22,33,0,6.69,clear sky
687,Mizdah,LY,31.45,12.98,82.83,26,0,9.1,clear sky
688,Saint-Georges,GD,12.06,-61.75,85.68,70,20,11.5,few clouds
689,Cienfuegos,CU,22.15,-80.44,95.81,66,97,9.22,overcast clouds
690,Leh,IN,34.17,77.58,62.8,45,18,5.57,few clouds
691,Vilyuysk,RU,63.76,121.62,64.26,52,0,6.49,clear sky
692,Kitimat,CA,54.05,-128.65,77.38,34,11,4.9,few clouds
693,Teguldet,RU,57.31,88.17,53.01,88,88,3.36,overcast clouds
694,Todos Santos,MX,23.45,-110.22,99.3,73,98,5.97,overcast clouds
695,Lowestoft,GB,52.48,1.75,58.12,71,100,4.03,overcast clouds
696,Alyangula,AU,-13.85,136.42,64.27,100,75,3.44,broken clouds
697,Mecca,SA,21.43,39.83,86.99,52,59,9.44,broken clouds
698,Devaprayag,IN,30.15,78.62,76.91,97,55,0.76,broken clouds
699,Smolenka,RU,52.14,113.50,57.27,100,40,0.0,scattered clouds
700,Panjab,AF,34.39,67.02,55.15,40,3,4.99,clear sky
701,Mo I Rana,NO,66.31,14.14,48.67,88,75,3.44,broken clouds
702,Inhambane,MZ,-23.86,35.38,67.46,80,0,10.85,clear sky
703,Mayo,US,38.89,-76.51,83.41,59,20,5.01,few clouds
704,Yaan,NG,7.38,8.57,73.38,91,99,6.29,light rain
705,Springdale,US,36.19,-94.13,85.82,51,1,8.99,clear sky
706,Agramonte,CU,22.68,-81.12,72.03,66,73,9.37,light rain
707,Ust-Kuyga,RU,70.02,135.60,63.66,36,0,2.57,clear sky
